uid,nombre_de_la_entidad,departamento_entidad,municipio_entidad,nivel_entidad,orden_entidad,tipo_de_proceso,objeto_a_contratar,nombre_familia,id_familia,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_fima,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato
16-1-162593-5824754,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GUARNE,Antioquia,Guarne,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN EN PAVIMENTO VÍA TERCIARIA SAN JOSÉ DEL MUNICIPIO DE GUARNE - ANTIOQUIA -OCCIDENTE,1851851988,1851851988,0,1851851988,2016.0,11/11/2016,03/21/2017,6,M,0,0,09/21/2017
15-1-146669-4239964,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE TEORAMA,Norte De Santander,Teorama,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION EN CONCRETO RIGIDO   DE LA CALLE  7 ENTRE CARRERAS 3 Y 5 DEL CASCO URBANO DEL MUNICIPIO DE TEORAMA  NORTE DE SANTANDER.,533382356,533350731,0,533350731,2015.0,10/16/2015,10/27/2015,2,M,0,0,12/27/2015
15-1-145488-4147338,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN EN CONCRETO RIGIDO DE VIA EN EL SECTOR EL VERGEL DEL BARRIO CUATRO ESQUINAS EN ZONA URBANA DEL MUNICIPIO DE RIONEGRO ANTIOQUIA.,400000000,399998406,0,399998406,2015.0,10/21/2015,11/23/2015,5,M,0,0,04/23/2016
15-1-146104-3991623,SANTANDER - ALCALDÍA MUNICIPIO DE LA PAZ,Santander,La Paz,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO  REHABILITACIÓN Y OPTIMIZACIÓN DE COLECTOR DE ALCANTARILLADO SANITARIO Y RED DE ACUEDUCTO EN LA CARRERA 4 ENTRE CALLES 3 Y 4 DEL CASCO URBANO DE LA PAZ - SANTANDER,299032615,298984362,0,298984362,2015.0,09/17/2015,10/20/2015,3,M,0,0,01/20/2016
15-1-138775-3838079,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA RÍO PEREIRA - SAN JUAN DEL CESAR (RUTA 49  TRAMO 4902) - BUENAVISTA - PARADERO (CUESTECITAS) ( RUTA 8801  TRAMO 88 )  INCLUYE PASO POR SAN JUAN DEL CESAR (RUTA 49  TRAMO 49GJB) Y ACCESO A ALBANIA (RUTA 88 GJ02).,2997971202,2529667292,0,2529667292,2015.0,08/13/2015,08/13/2015,4,M,0,2,02/13/2016
15-1-143088-4401337,CAQUETÁ - ALCALDÍA MUNICIPIO DE CARTAGENA DEL CHAIRÁ,Caquetá,Cartagena del Chairá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE LA CARRERA 17 ENTRE CALLE 3 A BIS Y 4  LA CALLE 3 A BIS ENTRE CARRERAS 17 Y 18 EN EL MUNICIPIO DE CARTAGENA DEL CHAIRA  DEPARTAMENTO DEL CAQUETÁ,196331592,196127777,0,196127777,2015.0,08/26/2015,09/03/2015,2,M,0,0,11/03/2015
16-1-163271-5487024,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Santander,Sabana de Torres,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACION DEL PASO VEHICULAR DE LA VIA PAYOA 5 - CAÑO FIERAS SOBRE LA QUEBRADA CAÑO FIERAS DEL AREA RURAL DEL MUNICIPIO DE SABANA DE TORRES - SANTANDER,283398897,283363115,0,283363115,2016.0,11/15/2016,11/22/2016,45,D,0,0,01/06/2017
15-1-151397-6087160,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN DEL GRUPO IV  SECTOR SUR-OCCIDENTAL  VEREDAS  BARRO BLANCO ¿ SANTA TERESA; ZONA RURAL DEL MUNICIPIO DE RIONEGRO,1350000000,1336962446,0,1336962446,2015.0,12/16/2015,11/15/2016,1,M,0,3,03/15/2017
15-1-139668-3873164,TOLIMA - GOBERNACIÓN,Tolima,Ibagué,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,AJUSTE A DISEÑOS  MEJORAMIENTO  CONSTRUCCION Y ADECUACION DE INFRAESTRUCTURA EDUCATIVA EN EL DEPARTAMENTO DEL TOLIMA EN EL COLEGIO SAN SIMON DE IBAGUE SEDE INSTITUCIONES EDUCATIVAS DE ESPINAL (FELIX TIBERIO GALLEGO Y MARIANO SANCHEZ ANDRADE),3173270349,3132015046,470331744,3602346790,2015.0,09/01/2015,09/01/2015,210,D,255,0,05/13/2016
15-1-147671-6405870,ANTIOQUIA - ASOCIACIÓN DE MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO ¿AMOCCIDENTE - MEDELLÍN,Antioquia,Medellín,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VÍAS TERCIARIAS MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLAS EN CONCRETO  EN LOS MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO,6638194444,1991458333,0,1991458333,2015.0,10/15/2015,11/13/2015,3,M,280,0,11/19/2016
16-1-159193-6417580,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE LA PRADERA,Valle del Cauca,Pradera,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE VIAS URBANAS DEL MUNICIPIO DE PRADERA VALLE,331291085,328157096,0,328157096,2016.0,07/01/2016,08/01/2016,120,D,0,0,08/01/2016
17-1-169835-6469397,CALDAS - GOBERNACIÓN,Caldas,Manizales,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO MEDIANTE LA CONSTRUCCIÓN DE HUELLAS EN CONCRETO  RED VIAL DEPARTAMENTO DE CALDAS,3189707705,42653678,0,42653678,2017.0,06/23/2017,09/18/2017,2,M,0,0,11/18/2017
16-1-165046-5696633,NARIÑO - ALCALDÍA MUNICIPIO DE SAN ANDRÉS DE TUMACO,Nariño,San Andres de Tumaco,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,: MEJORAMIENTO DE LA MOVILIDAD EN EL BARRIO UNION VICTORIA CALLE 1A Y 2A SECTOR LA 40 ZONA URBANA DE MUNICIPIO DE TUMACO  DEPARTAMENTO DE NARIÑO,1238082159,1238082157,0,1238082157,2016.0,12/22/2016,12/30/2016,150,D,0,0,12/30/2016
15-1-151138-4327380,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE TIBÚ,Norte De Santander,Tibú,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REHABILITACIÓN VIAS DEL CENTRO POBLADO DEL CORREGIMIENTO DE CAMPO DOS  MUNICIPIO DE TIBÚ  NORTE DE SANTANDER,1025062141,1025061852,0,1025061852,2015.0,12/09/2015,12/15/2015,2,M,0,0,02/15/2016
18-21-7603-8202738,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE AGUA DE DIOS,Cundinamarca,Agua de Dios,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATAR EL MEJORAMIENTO DE LA VÍA QUE CONDUCE DESDE LA INTERSECCIÓN VÍA AGUA DE DIOS  RICAURTE  A LA VEREDA LETICIA SECTOR EL CAUCHO DEL MUNICIPIO DE AGUA DE DIOS CUNDINAMARCA,444000000,443350720,51051221,494401941,2019.0,02/11/2019,04/01/2019,5,M,30,0,10/01/2019
17-1-179545-6620424,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE BOJACÁ,Cundinamarca,Bojacá,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION Y MANTENIMIENTO DE ANDENES Y SARDINELES CASCO URBANO EN EL MUNICIPIO DE BOJACA CUNDINAMARCA,353224486,328781678,24442807,353224485,2017.0,10/30/2017,01/31/2018,2,M,0,0,03/31/2018
15-1-140873-4089627,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE ANDENES  CORDONES  CUNETAS Y OBRAS COMPLEMENTARIAS EN DIFERENTES SITIOS DE LA COMUNA 2 PROGRAMA (PL Y PP 2014-2015)¿,719996100,708211500,0,708211500,2015.0,09/21/2015,11/17/2015,4,M,0,0,03/17/2016
19-1-200120-8523215,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GRANADA,Antioquia,Granada,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE VÍAS TERCIARIAS EN LOS MUNICIPIOS DE COCORNÁ  GRANADA  SAN CARLOS Y SAN LUIS  DEPARTAMENTO DE ANTIOQUIA,4453743698,4452927852,0,4452927852,2019.0,05/29/2019,06/10/2019,6,M,0,0,12/10/2019
15-1-144634-3993723,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO  GESTION SOCIAL  PREDIAL Y AMBIENTAL DE LA VIA SAN JOSE DEL GUAVIARE - PUENTE NOWEN PARA EL PROGRAMA ¿VÍAS PARA LA EQUIDAD,18025000000,17434637387,3200000000,20634637387,2015.0,10/23/2015,01/25/2016,16,M,0,0,05/25/2017
17-1-170188-6699044,CAQUETÁ - ALCALDÍA MUNICIPIO DE BELÉN DE LOS ANDAQUIES,Caquetá,Belén de Los Andaquies,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN VÍAS DEL CASCO URBANO DEL MUNICIPIO DE BELEN DE LOS ANDAQUIES ¿ CAQUETÁ,280373832,280369894,0,280369894,2017.0,05/02/2017,07/24/2017,90,D,0,0,07/24/2017
15-1-140707-3922615,CASANARE - ALCALDÍA MUNICIPIO DE OROCUE,Casanare,Orocué,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DE LA PAVIMENTACION EN LOS TRAMOS VIALES NUEVOS EN LA ZONA URBANA DEL MUNICIPIO DE OROCUE  DEPARTAMENTO DE CASANARE,10856348749,10856348749,0,10856348749,2015.0,07/30/2015,07/30/2015,6,M,30,0,02/29/2016
15-1-138195-3797842,CASANARE - ALCALDÍA MUNICIPIO DE OROCUE,Casanare,Orocué,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE LAS VIAS URBANAS DEL CORREGIMIENTO EL ALGARROBO  MUNICIPIO DE OROCUE  DEPARTAMNETO DE CASANARE,4262667288,4262624220,0,4262624220,2015.0,06/22/2015,07/13/2015,5,M,0,0,12/13/2015
15-1-136363-3773491,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO DE LAS CARRETERAS SAN GIL - MOGOTES - ONZAGA  RUTA 6403  ONZAGA - SANTA ROSITA  RUTA 55BY11  DEPARTAMENTO DE SANTANDER.,2608648704,2552940138,0,2552940138,2015.0,07/17/2015,07/17/2015,4,M,20,0,12/06/2015
15-1-140176-3949451,META - ALCALDÍA MUNICIPIO DE BARRANCA DE UPIA,Meta,Barranca de Upía,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCIÓN DEL ALCANTARILLADO SANITARIO SECTOR BRISAS DEL UPIA  MUNICIPIO DE BARRANCA DE UPIA - META,1604540321,1604540321,0,1604540321,2015.0,08/10/2015,09/04/2015,5,M,0,0,02/04/2016
18-1-191737-7513768,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE HERRÁN,Norte De Santander,Herrán,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACIÓN CON PLACA HUELLA DE LAS VIAS RURALES EN EL MUNICIPIO DE HERRÁN  NORTE DE SANTANDER,393400529,393387777,0,393387777,2018.0,07/12/2018,07/18/2018,4,M,0,0,11/18/2018
15-1-143992-3882426,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Boyacá,Tuta,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO VIAS VEREDA RIO DE PIEDRAS MUNICIPIO DE TUTA - DEPARTAMENTO DE BOYACA,386807084,386807084,0,386807084,2015.0,09/06/2015,09/06/2015,90,D,0,0,09/06/2015
15-1-147055-4005466,AGENCIA PARA LA INFRAESTRUCTURA DEL META - AIM,Meta,Villavicencio,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO EN CONCRETO RÍGIDO DE DIFERENTES VÍAS URBANAS EN EL MUNICIPIO DE GRANADA  DEPARTAMENTO DEL META.,51604369963,51591666127,0,51591666127,2015.0,10/28/2015,12/10/2015,14,M,0,11,01/10/2018
19-21-8895-8467711,NARIÑO - ALCALDÍA MUNICIPIO DE ARBOLEDA (BERRUECOS),Nariño,Arboleda,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATAR LA OBRA PÚBLICA PARA LA CONSTRUCCIÓN PLACA HUELLA VÍA QUE COMUNICA A BERRUECOS  CON LA VEREDA CHIRIURCO MUNICIPIO DE ARBOLEDA NARIÑO. BPIM 20190520510020,418175279,417840662,0,417840662,2019.0,04/15/2019,08/20/2019,90,D,0,0,11/18/2019
15-1-142848-3883011,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE TEORAMA,Norte De Santander,Teorama,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO Y MANTENIMIENTO  DE LAS VIAS TEORAMA ¿ LAS MERCEDES (13 KM)   LA CEIBA ¿ EL TAGUAL (3 KM)  LA BATEA ¿ SANTA LUCIA (3 KM)  SAN JUANCITO ¿ LA PEDREGOZA (10 KM) Y CONSTRUCCION  DE OBRAS DE ARTE EN LA VIA  SAN PABLO ¿ VIJAGUAL (5 KM)   DEL MUNICIPIO DE TEORAMA   DEPARTAMENTO NORTE DE SANTANDER,582000000,581937288,0,581937288,2015.0,08/27/2015,08/28/2015,3,D,0,0,08/31/2015
17-1-177664-6745529,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE PARATEBUENO,Cundinamarca,Paratebueno,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DEL PUENTE VEHICULAR SOBRE LA QUEBRADA BOQUERON  EN LA VIA CRUCE MARGINAL DE LA SELVA  VEREDA SANTA INES  MUNICIPIO DE PARATEBUENO CUNDINAMARCA,314131050,314131050,36933406,351064456,2017.0,09/14/2017,10/03/2017,3,M,15,0,01/18/2018
15-1-150038-4224101,BOYACÁ - ALCALDÍA MUNICIPIO DE TURMEQUÉ,Boyacá,Turmequé,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO  REHABILITACION Y MANTENIMIENTO DE LA MALLA VIAL URBANA Y CONSTRUCCION DE PARQUE LINEAL DEL MUNICIPIO DE TURMEQUE,1444350000,1444349920,0,1444349920,2015.0,11/20/2015,12/03/2015,3,M,0,0,03/03/2016
18-21-5847-9418517,CASANARE - ALCALDÍA MUNICIPIO DE SABANALARGA,Casanare,Sabanalarga,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación obra pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,REALIZAR LA CONSTRUCCION DE ANDENES EN CONCRETO ESTAMPADO EN LA CARRERA 6 ENTRE CALLES 2-3  3-4 MARGEN IZQUIERDA Y CARRERA 6 ENTRE CALLES 2-3 MARGEN DERECHO   DEL CASCO URBANO DEL MUNICIPIO DE SABANALARGA  DEPARTAMENTO DE CASANARE.,250121411,250121404,0,250121404,2018.0,11/01/2018,11/02/2018,2,M,0,0,01/02/2019
16-1-166340-5672800,SANTANDER - ALCALDÍA MUNICIPIO DE FLORIDABLANCA,Santander,Floridablanca,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO DE LA MALLA VIAL DE LA CALLE 58 ENTRE CARRERAS 12 Y 13 DEL BARRIO ALARES; Y LA CARRERA 13 Y CALLE 53 DEL BARRIO OASIS; Y EL MANTENIMIENTO Y REHABILITACIÓN DE PAVIMENTO FLEXIBLE EN LOS TRAMOS VIALES DE LA CARRERA 14 CON CALLE 16 Y CARRERA 14 ENTRE CALLES 20 Y 22 DEL BARRIO CIUDAD VALENCIA EN EL MUNICIPIO DE FLORIDABLANCA.,886423213,879677433,333565979,1213243412,2017.0,01/31/2017,02/13/2017,4,M,0,4,10/13/2017
16-1-161878-5267972,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,NACIONAL,NACIONAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO RUTINARIO VÍAS A CARGO DEL INSTITUTO NACIONAL DEL VÍAS DIRECCIÓN TERRITORIAL ANTIOQUIA. PROYECTO: CONSERVACIÓN DE VÍAS A TRAVÉS DE MICROEMPRESAS Y ADMINISTRADORES VIALES,5841367841,605131913,154275551,759407464,2016.0,10/18/2016,11/08/2016,593,D,0,5,04/08/2017
15-1-140681-3770736,CAUCA - ALCALDÍA MUNICIPIO DE MORALES,Cauca,Morales,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y MEJORAMIENTO RUTINARIO  DE  VÍAS PRINCIPALES Y CAMINOS  DE HERRADURA  DENTRO DEL RESGUARDO INDÍGENA DE  HONDURAS,535172398,535112398,0,535112398,2015.0,07/15/2015,07/25/2015,4,M,0,0,11/25/2015
15-1-142669-3845381,BOYACÁ - ALCALDÍA MUNICIPIO DE BETEITIVA,Boyacá,Betéitiva,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO RUTINARIO DE LAS VÍAS   DEL MUNICIPIO DE   BETÉITIVA - BOYACÁ,280000000,279999373,23797118,303796491,2015.0,08/18/2015,09/01/2015,3,M,10,0,12/11/2015
15-1-143007-3913594,BOYACÁ - ALCALDÍA MUNICIPIO DE BOAVITA,Boyacá,Boavita,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO  MEJORAMIENTO Y CONSERVACIÓN DE LA VÍA BOAVITA ¿ CABRERITA EN EL MUNICIPIO DE BOAVITA DEPARTAMENTO DE BOYACA,1350000000,1281550984,0,1281550984,2015.0,09/15/2015,09/21/2015,100,D,0,0,09/21/2015
15-1-145201-3925911,BOYACÁ - ALCALDÍA MUNICIPIO DE RAQUIRA,Boyacá,Ráquira,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,Construcción De 1 Tramo De Placa Huella En Concreto Reforzado En La Vía Monasterio De La Candelaria Al Sitio La Isla Y Otro Tramo De Pavimento En Piedra Tallada En El Centro Poblado De La Candelaria Del Municipio De Ráquira - Boyacá.,663735688,663733452,0,663733452,2015.0,09/22/2015,09/23/2015,90,D,0,0,09/23/2015
15-1-144728-4646359,VICHADA - GOBERNACIÓN,Vichada,Puerto Carreño,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO Y REHABILITACION DE LA VIA PUERTO CARREÑO ¿ CAUARITO SECTRO TIJUANA MUNICIPIO DE PUERTO CARREÑO DEPARTAMENTO DE VICHADA,500169525,500005849,0,500005849,2015.0,09/25/2015,11/19/2015,3,M,0,0,02/19/2016
15-1-152652-4186311,TOLIMA - ALCALDÍA MUNICIPIO DE PURIFICACIÓN,Tolima,Purificación,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION EN PAVIMENTO RIGIDO EN EL BARRIO VILLA CAROLINA  EN LA CALLE 1°  2° y 3° DEL MUNICIPIO DE PURIFICACION TOLIMA,689024537,688961779,110110787,799072566,2015.0,12/30/2015,12/30/2015,3,M,90,0,06/29/2016
14-1-114684-4120580,META - ALCALDÍA MUNICIPIO DE EL CASTILLO,Meta,El Castillo,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,PAVIMENTACION DE VIAS URBANAS DEL MUNICIPIO DE EL CASTILLO META,2274506897,2274499100,0,2274499100,2014.0,06/13/2014,06/17/2014,6,M,0,0,12/17/2014
15-1-148288-4039975,CAUCA - GOBERNACIÓN,Cauca,Popayán,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA VIA TORIBIO-RIO NEGRO-EL PALO CON LA ATENCION DE SITIOS CRITICOS EN LOS PR121+100  PR137+100 Y PR137+500 - DEPARTAMENTO DEL CAUCA,864907318,855449788,0,855449788,2015.0,11/12/2015,11/17/2015,2,M,0,0,01/17/2016
15-1-143577-4155218,ARAUCA - GOBERNACIÓN,Arauca,Arauca,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MEJORAMIENTO DE LA RED VIAL TERCIARIA DE LA VEREDA LA ARENOSA SECTOR LA ARENOSA - LA REINERA  MUNICIPIO DE ARAUQUITA  DEPARTAMENTO DE ARAUCA,3031386086,3031382024,0,3031382024,2015.0,09/16/2015,11/26/2015,3,M,0,0,02/26/2016
17-1-181547-7715692,HUILA - ALCALDÍA MUNICIPIO DE LA ARGENTINA,Huila,La Argentina,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONTRATO DE OBRA PUBLICA PARA LA CONSTRUCCION DE PAVIMENTO EN CONCRETO RIGIDO DE LA CARRERA 1A ENTRE CALLE 9 Y 10  CARRERA 1B ENTRE CALLE 9 Y 10  CARRERA 1C ENTRE CALLE 9 Y 10  BARRIO LAS ESPERANZA - CARRERA 2A ENTRE CALLE 9  10 Y 11  BARRIO CORINTO- CARRERA 4 ENTRE CALLE 3 Y 4  CALLE 4 ENTRE CARRERA 4 Y 5 BARRIO LAS BRISAS  Y RESTITUCION DE REDES DE ALCANTARILLADO EN VIAS URBANAS DEL MUNICIPIO DE LA ARGENTINA DEPARTAMENTO DEL HUILA.,907789189,920782299,0,920782299,2017.0,12/01/2017,01/03/2018,5,M,0,0,06/03/2018
15-1-139585-5072554,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CHOACHÍ,Cundinamarca,Choachí,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,MANTENIMIENTO 17 TRAMOS DE LA RED VIAL TERCIARIA EN EL MUNICIPIO DE CHOACHI CUNDINAMARCA¿,747663551,747662850,0,747662850,2015.0,07/09/2015,09/10/2015,3,M,0,0,12/10/2015
17-1-181105-6762043,TOLIMA - ALCALDÍA MUNICIPIO DE CHAPARRAL,Tolima,Chaparral,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Licitación Pública,"Terrenos, Edificios, Estructuras y Vías",Vías,9511,CONSTRUCCION DE PAVIMENTO RIGIDO EN VIAS URBANAS DEL PLAN VIAL CUNA DE PAZ Y PROGRESO 2017 DEL MUNICIPIO DE CHAPARRAL.,1082770753,1082579591,0,1082579591,2017.0,12/06/2017,12/18/2017,4,M,0,0,04/18/2018
